[04/05 16:03:42]: Namespace(base_channels=16, batch_size=128, block_type='basic', depths=56, epochs=400, input_shape=[1, 3, 32, 32], learning_rate=0.1, lr_decay=0.1, milestones='[120, 240]', momentum=0.9, n_classes=10, num_workers=6, result_path='./result/04051600', seed=17, weight_decay=0.0001)
[04/05 16:03:56]: epoch: 1, train_loss: 3.366147, train_accuracy: 0.2089
[04/05 17:04:05]: Epoch Test: 286, Current test accuracy: 0.8991, Best test accuracy in 267: 0.9017
[04/05 17:04:16]: epoch: 287, train_loss: 0.094860, train_accuracy: 0.9820
[04/05 17:04:17]: Epoch Test: 287, Current test accuracy: 0.8967, Best test accuracy in 267: 0.9017
[04/05 17:04:29]: epoch: 288, train_loss: 0.080196, train_accuracy: 0.9841
[04/05 17:04:30]: Epoch Test: 288, Current test accuracy: 0.8997, Best test accuracy in 267: 0.9017
[04/05 17:04:42]: epoch: 289, train_loss: 0.083089, train_accuracy: 0.9833
[04/05 17:04:42]: Epoch Test: 289, Current test accuracy: 0.8890, Best test accuracy in 267: 0.9017
[04/05 17:04:54]: epoch: 290, train_loss: 0.087278, train_accuracy: 0.9831
[04/05 17:04:55]: Epoch Test: 290, Current test accuracy: 0.8916, Best test accuracy in 267: 0.9017
[04/05 17:05:07]: epoch: 291, train_loss: 0.084028, train_accuracy: 0.9836
[04/05 17:05:08]: Epoch Test: 291, Current test accuracy: 0.8960, Best test accuracy in 267: 0.9017
[04/05 17:05:19]: epoch: 292, train_loss: 0.085656, train_accuracy: 0.9830
[04/05 17:05:20]: Epoch Test: 292, Current test accuracy: 0.8958, Best test accuracy in 267: 0.9017
[04/05 17:05:32]: epoch: 293, train_loss: 0.085862, train_accuracy: 0.9836
[04/05 17:05:33]: Epoch Test: 293, Current test accuracy: 0.9000, Best test accuracy in 267: 0.9017
[04/05 17:05:45]: epoch: 294, train_loss: 0.090885, train_accuracy: 0.9822
[04/05 17:05:45]: Epoch Test: 294, Current test accuracy: 0.8900, Best test accuracy in 267: 0.9017
[04/05 17:05:57]: epoch: 295, train_loss: 0.084954, train_accuracy: 0.9834
[04/05 17:05:58]: Epoch Test: 295, Current test accuracy: 0.8954, Best test accuracy in 267: 0.9017
[04/05 17:06:10]: epoch: 296, train_loss: 0.085670, train_accuracy: 0.9828
[04/05 17:06:10]: Epoch Test: 296, Current test accuracy: 0.8932, Best test accuracy in 267: 0.9017
[04/05 17:06:22]: epoch: 297, train_loss: 0.080144, train_accuracy: 0.9842
[04/05 17:06:23]: Epoch Test: 297, Current test accuracy: 0.8884, Best test accuracy in 267: 0.9017
[04/05 17:06:35]: epoch: 298, train_loss: 0.082021, train_accuracy: 0.9838
[04/05 17:06:36]: Epoch Test: 298, Current test accuracy: 0.8962, Best test accuracy in 267: 0.9017
[04/05 17:06:49]: epoch: 299, train_loss: 0.089473, train_accuracy: 0.9824
[04/05 17:06:50]: Epoch Test: 299, Current test accuracy: 0.8963, Best test accuracy in 267: 0.9017
[04/05 17:07:02]: epoch: 300, train_loss: 0.080954, train_accuracy: 0.9834
[04/05 17:07:02]: Epoch Test: 300, Current test accuracy: 0.8954, Best test accuracy in 267: 0.9017
[04/05 17:07:15]: epoch: 301, train_loss: 0.086542, train_accuracy: 0.9827
[04/05 17:07:15]: Epoch Test: 301, Current test accuracy: 0.8987, Best test accuracy in 267: 0.9017
[04/05 17:07:27]: epoch: 302, train_loss: 0.083684, train_accuracy: 0.9837
[04/05 17:07:28]: Epoch Test: 302, Current test accuracy: 0.8934, Best test accuracy in 267: 0.9017
[04/05 17:07:40]: epoch: 303, train_loss: 0.086511, train_accuracy: 0.9827
[04/05 17:07:41]: Epoch Test: 303, Current test accuracy: 0.8964, Best test accuracy in 267: 0.9017
[04/05 17:07:53]: epoch: 304, train_loss: 0.091566, train_accuracy: 0.9824
[04/05 17:07:54]: Epoch Test: 304, Current test accuracy: 0.8998, Best test accuracy in 267: 0.9017
[04/05 17:08:06]: epoch: 305, train_loss: 0.075616, train_accuracy: 0.9853
[04/05 17:08:07]: Epoch Test: 305, Current test accuracy: 0.9069, Best test accuracy in 305: 0.9069
[04/05 17:08:19]: epoch: 306, train_loss: 0.078188, train_accuracy: 0.9842
[04/05 17:08:20]: Epoch Test: 306, Current test accuracy: 0.9019, Best test accuracy in 305: 0.9069
[04/05 17:08:33]: epoch: 307, train_loss: 0.077057, train_accuracy: 0.9848
[04/05 17:08:33]: Epoch Test: 307, Current test accuracy: 0.8970, Best test accuracy in 305: 0.9069
[04/05 17:08:45]: epoch: 308, train_loss: 0.080553, train_accuracy: 0.9839
[04/05 17:08:46]: Epoch Test: 308, Current test accuracy: 0.8971, Best test accuracy in 305: 0.9069
[04/05 17:08:58]: epoch: 309, train_loss: 0.082635, train_accuracy: 0.9841
[04/05 17:08:58]: Epoch Test: 309, Current test accuracy: 0.9019, Best test accuracy in 305: 0.9069
[04/05 17:09:10]: epoch: 310, train_loss: 0.076367, train_accuracy: 0.9852
[04/05 17:09:11]: Epoch Test: 310, Current test accuracy: 0.8983, Best test accuracy in 305: 0.9069
[04/05 17:09:23]: epoch: 311, train_loss: 0.081296, train_accuracy: 0.9841
[04/05 17:09:24]: Epoch Test: 311, Current test accuracy: 0.8924, Best test accuracy in 305: 0.9069
[04/05 17:09:36]: epoch: 312, train_loss: 0.081848, train_accuracy: 0.9840
[04/05 17:09:37]: Epoch Test: 312, Current test accuracy: 0.8966, Best test accuracy in 305: 0.9069
[04/05 17:09:49]: epoch: 313, train_loss: 0.081322, train_accuracy: 0.9840
[04/05 17:09:50]: Epoch Test: 313, Current test accuracy: 0.8952, Best test accuracy in 305: 0.9069
[04/05 17:10:02]: epoch: 314, train_loss: 0.089287, train_accuracy: 0.9825
[04/05 17:10:03]: Epoch Test: 314, Current test accuracy: 0.8974, Best test accuracy in 305: 0.9069
[04/05 17:10:15]: epoch: 315, train_loss: 0.076414, train_accuracy: 0.9851
[04/05 17:10:16]: Epoch Test: 315, Current test accuracy: 0.8959, Best test accuracy in 305: 0.9069
[04/05 17:10:28]: epoch: 316, train_loss: 0.085575, train_accuracy: 0.9824
[04/05 17:10:29]: Epoch Test: 316, Current test accuracy: 0.8890, Best test accuracy in 305: 0.9069
[04/05 17:10:41]: epoch: 317, train_loss: 0.080167, train_accuracy: 0.9849
[04/05 17:10:41]: Epoch Test: 317, Current test accuracy: 0.9033, Best test accuracy in 305: 0.9069
[04/05 17:10:53]: epoch: 318, train_loss: 0.082591, train_accuracy: 0.9840
[04/05 17:10:54]: Epoch Test: 318, Current test accuracy: 0.9030, Best test accuracy in 305: 0.9069
[04/05 17:11:06]: epoch: 319, train_loss: 0.080871, train_accuracy: 0.9838
[04/05 17:11:06]: Epoch Test: 319, Current test accuracy: 0.8992, Best test accuracy in 305: 0.9069
[04/05 17:11:18]: epoch: 320, train_loss: 0.073278, train_accuracy: 0.9856
[04/05 17:11:19]: Epoch Test: 320, Current test accuracy: 0.8979, Best test accuracy in 305: 0.9069
[04/05 17:11:31]: epoch: 321, train_loss: 0.080572, train_accuracy: 0.9842
[04/05 17:11:32]: Epoch Test: 321, Current test accuracy: 0.9007, Best test accuracy in 305: 0.9069
[04/05 17:11:43]: epoch: 322, train_loss: 0.080780, train_accuracy: 0.9836
[04/05 17:11:44]: Epoch Test: 322, Current test accuracy: 0.8987, Best test accuracy in 305: 0.9069
[04/05 17:11:56]: epoch: 323, train_loss: 0.077140, train_accuracy: 0.9843
[04/05 17:11:57]: Epoch Test: 323, Current test accuracy: 0.8903, Best test accuracy in 305: 0.9069
[04/05 17:12:08]: epoch: 324, train_loss: 0.072161, train_accuracy: 0.9858
[04/05 17:12:09]: Epoch Test: 324, Current test accuracy: 0.9043, Best test accuracy in 305: 0.9069
[04/05 17:12:22]: epoch: 325, train_loss: 0.077056, train_accuracy: 0.9846
[04/05 17:12:23]: Epoch Test: 325, Current test accuracy: 0.9002, Best test accuracy in 305: 0.9069
[04/05 17:12:35]: epoch: 326, train_loss: 0.077854, train_accuracy: 0.9850
[04/05 17:12:35]: Epoch Test: 326, Current test accuracy: 0.8948, Best test accuracy in 305: 0.9069
[04/05 17:12:48]: epoch: 327, train_loss: 0.078677, train_accuracy: 0.9848
[04/05 17:12:49]: Epoch Test: 327, Current test accuracy: 0.8950, Best test accuracy in 305: 0.9069
[04/05 17:13:01]: epoch: 328, train_loss: 0.079290, train_accuracy: 0.9847
[04/05 17:13:02]: Epoch Test: 328, Current test accuracy: 0.9014, Best test accuracy in 305: 0.9069
[04/05 17:13:16]: epoch: 329, train_loss: 0.078008, train_accuracy: 0.9846
[04/05 17:13:17]: Epoch Test: 329, Current test accuracy: 0.8909, Best test accuracy in 305: 0.9069
[04/05 17:13:29]: epoch: 330, train_loss: 0.074327, train_accuracy: 0.9852
[04/05 17:13:30]: Epoch Test: 330, Current test accuracy: 0.9011, Best test accuracy in 305: 0.9069
[04/05 17:13:42]: epoch: 331, train_loss: 0.074655, train_accuracy: 0.9858
[04/05 17:13:43]: Epoch Test: 331, Current test accuracy: 0.9008, Best test accuracy in 305: 0.9069
[04/05 17:13:55]: epoch: 332, train_loss: 0.078864, train_accuracy: 0.9848
[04/05 17:13:56]: Epoch Test: 332, Current test accuracy: 0.9071, Best test accuracy in 332: 0.9071
[04/05 17:14:08]: epoch: 333, train_loss: 0.068540, train_accuracy: 0.9866
[04/05 17:14:08]: Epoch Test: 333, Current test accuracy: 0.8944, Best test accuracy in 332: 0.9071
[04/05 17:14:20]: epoch: 334, train_loss: 0.081322, train_accuracy: 0.9840
[04/05 17:14:21]: Epoch Test: 334, Current test accuracy: 0.8998, Best test accuracy in 332: 0.9071
[04/05 17:14:33]: epoch: 335, train_loss: 0.073771, train_accuracy: 0.9853
[04/05 17:14:34]: Epoch Test: 335, Current test accuracy: 0.9042, Best test accuracy in 332: 0.9071
[04/05 17:14:45]: epoch: 336, train_loss: 0.077491, train_accuracy: 0.9850
[04/05 17:14:46]: Epoch Test: 336, Current test accuracy: 0.8915, Best test accuracy in 332: 0.9071
[04/05 17:14:58]: epoch: 337, train_loss: 0.070187, train_accuracy: 0.9863
[04/05 17:14:59]: Epoch Test: 337, Current test accuracy: 0.9020, Best test accuracy in 332: 0.9071
[04/05 17:15:11]: epoch: 338, train_loss: 0.072184, train_accuracy: 0.9860
[04/05 17:15:11]: Epoch Test: 338, Current test accuracy: 0.8961, Best test accuracy in 332: 0.9071
[04/05 17:15:23]: epoch: 339, train_loss: 0.076904, train_accuracy: 0.9854
[04/05 17:15:24]: Epoch Test: 339, Current test accuracy: 0.9014, Best test accuracy in 332: 0.9071
[04/05 17:15:36]: epoch: 340, train_loss: 0.075007, train_accuracy: 0.9853
[04/05 17:15:37]: Epoch Test: 340, Current test accuracy: 0.8991, Best test accuracy in 332: 0.9071
[04/05 17:15:49]: epoch: 341, train_loss: 0.067194, train_accuracy: 0.9868
[04/05 17:15:49]: Epoch Test: 341, Current test accuracy: 0.9015, Best test accuracy in 332: 0.9071
[04/05 17:16:01]: epoch: 342, train_loss: 0.076012, train_accuracy: 0.9854
[04/05 17:16:02]: Epoch Test: 342, Current test accuracy: 0.8999, Best test accuracy in 332: 0.9071
[04/05 17:16:14]: epoch: 343, train_loss: 0.072913, train_accuracy: 0.9855
[04/05 17:16:14]: Epoch Test: 343, Current test accuracy: 0.8980, Best test accuracy in 332: 0.9071
[04/05 17:16:26]: epoch: 344, train_loss: 0.073524, train_accuracy: 0.9853
[04/05 17:16:27]: Epoch Test: 344, Current test accuracy: 0.8998, Best test accuracy in 332: 0.9071
[04/05 17:16:39]: epoch: 345, train_loss: 0.069022, train_accuracy: 0.9867
[04/05 17:16:40]: Epoch Test: 345, Current test accuracy: 0.8979, Best test accuracy in 332: 0.9071
[04/05 17:16:51]: epoch: 346, train_loss: 0.080037, train_accuracy: 0.9847
[04/05 17:16:52]: Epoch Test: 346, Current test accuracy: 0.8888, Best test accuracy in 332: 0.9071
[04/05 17:17:04]: epoch: 347, train_loss: 0.072394, train_accuracy: 0.9859
[04/05 17:17:05]: Epoch Test: 347, Current test accuracy: 0.8964, Best test accuracy in 332: 0.9071
[04/05 17:17:17]: epoch: 348, train_loss: 0.072262, train_accuracy: 0.9855
[04/05 17:17:18]: Epoch Test: 348, Current test accuracy: 0.8915, Best test accuracy in 332: 0.9071
[04/05 17:17:30]: epoch: 349, train_loss: 0.070598, train_accuracy: 0.9867
[04/05 17:17:30]: Epoch Test: 349, Current test accuracy: 0.8957, Best test accuracy in 332: 0.9071
[04/05 17:17:42]: epoch: 350, train_loss: 0.070265, train_accuracy: 0.9865
[04/05 17:17:43]: Epoch Test: 350, Current test accuracy: 0.8963, Best test accuracy in 332: 0.9071
[04/05 17:17:55]: epoch: 351, train_loss: 0.071111, train_accuracy: 0.9860
[04/05 17:17:56]: Epoch Test: 351, Current test accuracy: 0.8963, Best test accuracy in 332: 0.9071
[04/05 17:18:08]: epoch: 352, train_loss: 0.067796, train_accuracy: 0.9866
[04/05 17:18:09]: Epoch Test: 352, Current test accuracy: 0.9015, Best test accuracy in 332: 0.9071
[04/05 17:18:21]: epoch: 353, train_loss: 0.070894, train_accuracy: 0.9862
[04/05 17:18:22]: Epoch Test: 353, Current test accuracy: 0.8802, Best test accuracy in 332: 0.9071
[04/05 17:18:34]: epoch: 354, train_loss: 0.068828, train_accuracy: 0.9874
[04/05 17:18:34]: Epoch Test: 354, Current test accuracy: 0.9029, Best test accuracy in 332: 0.9071
[04/05 17:18:46]: epoch: 355, train_loss: 0.073300, train_accuracy: 0.9858
[04/05 17:18:47]: Epoch Test: 355, Current test accuracy: 0.9026, Best test accuracy in 332: 0.9071
[04/05 17:19:00]: epoch: 356, train_loss: 0.069159, train_accuracy: 0.9865
[04/05 17:19:00]: Epoch Test: 356, Current test accuracy: 0.8989, Best test accuracy in 332: 0.9071
[04/05 17:19:12]: epoch: 357, train_loss: 0.077903, train_accuracy: 0.9849
[04/05 17:19:13]: Epoch Test: 357, Current test accuracy: 0.9000, Best test accuracy in 332: 0.9071
[04/05 17:19:25]: epoch: 358, train_loss: 0.069049, train_accuracy: 0.9863
[04/05 17:19:26]: Epoch Test: 358, Current test accuracy: 0.8998, Best test accuracy in 332: 0.9071
[04/05 17:19:38]: epoch: 359, train_loss: 0.069123, train_accuracy: 0.9866
[04/05 17:19:39]: Epoch Test: 359, Current test accuracy: 0.8977, Best test accuracy in 332: 0.9071
[04/05 17:19:51]: epoch: 360, train_loss: 0.069808, train_accuracy: 0.9863
[04/05 17:19:51]: Epoch Test: 360, Current test accuracy: 0.9038, Best test accuracy in 332: 0.9071
[04/05 17:20:03]: epoch: 361, train_loss: 0.068836, train_accuracy: 0.9869
[04/05 17:20:04]: Epoch Test: 361, Current test accuracy: 0.9012, Best test accuracy in 332: 0.9071
[04/05 17:20:16]: epoch: 362, train_loss: 0.066135, train_accuracy: 0.9872
[04/05 17:20:17]: Epoch Test: 362, Current test accuracy: 0.9001, Best test accuracy in 332: 0.9071
[04/05 17:20:28]: epoch: 363, train_loss: 0.065369, train_accuracy: 0.9872
[04/05 17:20:29]: Epoch Test: 363, Current test accuracy: 0.8972, Best test accuracy in 332: 0.9071
[04/05 17:20:41]: epoch: 364, train_loss: 0.078153, train_accuracy: 0.9850
[04/05 17:20:42]: Epoch Test: 364, Current test accuracy: 0.8952, Best test accuracy in 332: 0.9071
[04/05 17:20:53]: epoch: 365, train_loss: 0.069224, train_accuracy: 0.9866
[04/05 17:20:54]: Epoch Test: 365, Current test accuracy: 0.9030, Best test accuracy in 332: 0.9071
[04/05 17:21:06]: epoch: 366, train_loss: 0.069548, train_accuracy: 0.9866
[04/05 17:21:07]: Epoch Test: 366, Current test accuracy: 0.9008, Best test accuracy in 332: 0.9071
[04/05 17:21:19]: epoch: 367, train_loss: 0.071496, train_accuracy: 0.9862
[04/05 17:21:20]: Epoch Test: 367, Current test accuracy: 0.8965, Best test accuracy in 332: 0.9071
[04/05 17:21:31]: epoch: 368, train_loss: 0.064761, train_accuracy: 0.9869
[04/05 17:21:32]: Epoch Test: 368, Current test accuracy: 0.9003, Best test accuracy in 332: 0.9071
[04/05 17:21:44]: epoch: 369, train_loss: 0.066548, train_accuracy: 0.9872
[04/05 17:21:45]: Epoch Test: 369, Current test accuracy: 0.8967, Best test accuracy in 332: 0.9071
[04/05 17:21:57]: epoch: 370, train_loss: 0.075120, train_accuracy: 0.9854
[04/05 17:21:58]: Epoch Test: 370, Current test accuracy: 0.9005, Best test accuracy in 332: 0.9071
[04/05 17:22:09]: epoch: 371, train_loss: 0.070685, train_accuracy: 0.9862
[04/05 17:22:10]: Epoch Test: 371, Current test accuracy: 0.9010, Best test accuracy in 332: 0.9071
[04/05 17:22:22]: epoch: 372, train_loss: 0.068557, train_accuracy: 0.9860
[04/05 17:22:23]: Epoch Test: 372, Current test accuracy: 0.9015, Best test accuracy in 332: 0.9071
[04/05 17:22:35]: epoch: 373, train_loss: 0.073292, train_accuracy: 0.9860
[04/05 17:22:35]: Epoch Test: 373, Current test accuracy: 0.8992, Best test accuracy in 332: 0.9071
[04/05 17:22:47]: epoch: 374, train_loss: 0.064820, train_accuracy: 0.9872
[04/05 17:22:48]: Epoch Test: 374, Current test accuracy: 0.9017, Best test accuracy in 332: 0.9071
[04/05 17:23:00]: epoch: 375, train_loss: 0.063551, train_accuracy: 0.9871
[04/05 17:23:01]: Epoch Test: 375, Current test accuracy: 0.8992, Best test accuracy in 332: 0.9071
[04/05 17:23:12]: epoch: 376, train_loss: 0.075852, train_accuracy: 0.9856
[04/05 17:23:13]: Epoch Test: 376, Current test accuracy: 0.8993, Best test accuracy in 332: 0.9071
[04/05 17:23:25]: epoch: 377, train_loss: 0.062657, train_accuracy: 0.9878
[04/05 17:23:26]: Epoch Test: 377, Current test accuracy: 0.8983, Best test accuracy in 332: 0.9071
[04/05 17:23:38]: epoch: 378, train_loss: 0.067702, train_accuracy: 0.9865
[04/05 17:23:38]: Epoch Test: 378, Current test accuracy: 0.8834, Best test accuracy in 332: 0.9071
[04/05 17:23:50]: epoch: 379, train_loss: 0.068584, train_accuracy: 0.9864
[04/05 17:23:51]: Epoch Test: 379, Current test accuracy: 0.8913, Best test accuracy in 332: 0.9071
[04/05 17:24:03]: epoch: 380, train_loss: 0.065699, train_accuracy: 0.9874
[04/05 17:24:04]: Epoch Test: 380, Current test accuracy: 0.8982, Best test accuracy in 332: 0.9071
[04/05 17:24:16]: epoch: 381, train_loss: 0.062734, train_accuracy: 0.9879
[04/05 17:24:17]: Epoch Test: 381, Current test accuracy: 0.8997, Best test accuracy in 332: 0.9071
[04/05 17:24:28]: epoch: 382, train_loss: 0.073711, train_accuracy: 0.9860
[04/05 17:24:29]: Epoch Test: 382, Current test accuracy: 0.8999, Best test accuracy in 332: 0.9071
[04/05 17:24:41]: epoch: 383, train_loss: 0.060227, train_accuracy: 0.9885
[04/05 17:24:42]: Epoch Test: 383, Current test accuracy: 0.8993, Best test accuracy in 332: 0.9071
[04/05 17:24:54]: epoch: 384, train_loss: 0.072441, train_accuracy: 0.9861
[04/05 17:24:55]: Epoch Test: 384, Current test accuracy: 0.8928, Best test accuracy in 332: 0.9071
[04/05 17:25:07]: epoch: 385, train_loss: 0.065278, train_accuracy: 0.9871
[04/05 17:25:07]: Epoch Test: 385, Current test accuracy: 0.9001, Best test accuracy in 332: 0.9071
[04/05 17:25:19]: epoch: 386, train_loss: 0.065823, train_accuracy: 0.9868
[04/05 17:25:20]: Epoch Test: 386, Current test accuracy: 0.8982, Best test accuracy in 332: 0.9071
[04/05 17:25:32]: epoch: 387, train_loss: 0.068601, train_accuracy: 0.9873
[04/05 17:25:33]: Epoch Test: 387, Current test accuracy: 0.9008, Best test accuracy in 332: 0.9071
[04/05 17:25:45]: epoch: 388, train_loss: 0.067231, train_accuracy: 0.9867
[04/05 17:25:46]: Epoch Test: 388, Current test accuracy: 0.8988, Best test accuracy in 332: 0.9071
[04/05 17:25:58]: epoch: 389, train_loss: 0.068666, train_accuracy: 0.9864
[04/05 17:25:59]: Epoch Test: 389, Current test accuracy: 0.8964, Best test accuracy in 332: 0.9071
[04/05 17:26:10]: epoch: 390, train_loss: 0.065593, train_accuracy: 0.9868
[04/05 17:26:11]: Epoch Test: 390, Current test accuracy: 0.9020, Best test accuracy in 332: 0.9071
[04/05 17:26:23]: epoch: 391, train_loss: 0.060592, train_accuracy: 0.9883
[04/05 17:26:24]: Epoch Test: 391, Current test accuracy: 0.9021, Best test accuracy in 332: 0.9071
[04/05 17:26:36]: epoch: 392, train_loss: 0.065322, train_accuracy: 0.9875
[04/05 17:26:36]: Epoch Test: 392, Current test accuracy: 0.8954, Best test accuracy in 332: 0.9071
[04/05 17:26:48]: epoch: 393, train_loss: 0.065576, train_accuracy: 0.9876
[04/05 17:26:49]: Epoch Test: 393, Current test accuracy: 0.9003, Best test accuracy in 332: 0.9071
[04/05 17:27:01]: epoch: 394, train_loss: 0.063763, train_accuracy: 0.9878
[04/05 17:27:02]: Epoch Test: 394, Current test accuracy: 0.8936, Best test accuracy in 332: 0.9071
[04/05 17:27:13]: epoch: 395, train_loss: 0.063674, train_accuracy: 0.9880
[04/05 17:27:14]: Epoch Test: 395, Current test accuracy: 0.8986, Best test accuracy in 332: 0.9071
[04/05 17:27:28]: epoch: 396, train_loss: 0.060709, train_accuracy: 0.9881
[04/05 17:27:29]: Epoch Test: 396, Current test accuracy: 0.8993, Best test accuracy in 332: 0.9071
[04/05 17:27:42]: epoch: 397, train_loss: 0.062787, train_accuracy: 0.9879
[04/05 17:27:43]: Epoch Test: 397, Current test accuracy: 0.8944, Best test accuracy in 332: 0.9071
[04/05 17:27:55]: epoch: 398, train_loss: 0.072107, train_accuracy: 0.9859
[04/05 17:27:56]: Epoch Test: 398, Current test accuracy: 0.9028, Best test accuracy in 332: 0.9071
[04/05 17:28:08]: epoch: 399, train_loss: 0.059680, train_accuracy: 0.9885
[04/05 17:28:08]: Epoch Test: 399, Current test accuracy: 0.9022, Best test accuracy in 332: 0.9071
[04/05 17:28:20]: epoch: 400, train_loss: 0.065498, train_accuracy: 0.9873
[04/05 17:28:21]: Epoch Test: 400, Current test accuracy: 0.8999, Best test accuracy in 332: 0.9071
